Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score
13255.0,9,19,504.95,5,2,3,523
13257.0,63,9,117.95,3,1,1,311
13258.0,15,8,336.59999999999997,5,1,2,512
13259.0,33,237,1141.06,4,5,4,454
13262.0,25,39,373.16,4,3,2,432
13263.0,29,243,1250.6200000000001,4,5,4,454
13264.0,78,38,722.5600000000001,2,3,3,233
13266.0,31,125,2247.63,4,4,5,445
13267.0,2,229,5107.77,5,5,5,555
13269.0,5,183,3545.47,5,5,5,555
13270.0,2,1,590.0,5,1,3,513
13274.0,45,19,360.85,3,2,2,322
13275.0,19,50,241.66,4,3,2,432
13276.0,33,221,1327.63,4,5,4,454
13277.0,16,15,264.9,4,2,2,422
13278.0,35,63,885.47,4,4,3,443
13280.0,15,126,1482.27,5,4,4,544
13281.0,73,26,306.45,2,2,2,222
13282.0,42,14,181.05,3,1,1,311
13283.0,203,13,279.7,1,1,2,112
13285.0,236,44,655.47,1,3,3,133
13286.0,236,49,734.91,1,3,3,133
13287.0,219,74,519.67,1,4,3,143
13288.0,79,12,892.16,2,1,3,213
13289.0,359,16,307.95,1,2,2,122
13290.0,66,3,-208.63,3,1,1,311
13291.0,50,286,2959.73,3,5,5,355
13292.0,46,29,408.85,3,2,2,322
13293.0,28,73,1180.34,4,4,4,444
13294.0,282,48,815.79,1,3,3,133
13295.0,8,65,860.07,5,4,3,543
13296.0,59,48,705.11,3,3,3,333
13297.0,21,65,2262.82,4,4,5,445
13299.0,49,61,1030.8,3,3,4,334
13300.0,24,36,901.9200000000001,4,3,3,433
13302.0,162,2,95.45,2,1,1,211
13303.0,36,4,61.72,3,1,1,311
13304.0,84,66,820.37,2,4,3,243
13305.0,8,125,1753.85,5,4,4,544
13306.0,66,4,53.65,3,1,1,311
13307.0,123,14,258.34,2,1,2,212
13308.0,232,17,284.86,1,2,2,122
13309.0,28,23,249.58,4,2,2,422
13310.0,16,23,409.17,4,2,2,422
13312.0,87,5,124.75,2,1,1,211
13313.0,115,113,1867.95,2,4,4,244
13315.0,325,22,310.26,1,2,2,122
13316.0,28,89,7091.4400000000005,4,4,5,445
13317.0,15,246,3928.4610000000002,5,5,5,555
13319.0,1,498,11041.75,5,5,5,555
13320.0,64,45,669.25,3,3,3,333
13324.0,64,62,3348.57,3,4,5,345
13326.0,68,13,281.76,3,1,2,312
13327.0,1,237,6123.46,5,5,5,555
13329.0,2,113,4236.62,5,4,5,545
13330.0,91,65,1665.25,2,4,4,244
13331.0,37,12,262.4,3,1,2,312
13333.0,47,55,1015.74,3,3,4,334
13334.0,172,213,2720.18,2,5,5,255
13335.0,176,1,-955.06,2,1,1,211
13337.0,154,90,1548.55,2,4,4,244
13338.0,169,122,1791.8,2,4,4,244
13340.0,53,81,11364.08,3,4,5,345
13342.0,218,2,-14.100000000000001,1,1,1,111
13346.0,98,6,299.4,2,1,2,212
13353.0,24,3,-28.849999999999998,4,1,1,411
13357.0,130,309,3228.41,2,5,5,255
13359.0,29,37,570.7,4,3,3,433
13360.0,64,73,1464.1,3,4,4,344
13361.0,108,34,1450.5,2,3,4,234
13362.0,14,135,2272.08,5,5,5,555
13363.0,45,42,731.36,3,3,3,333
13365.0,29,2,-26.9,4,1,1,411
13367.0,67,20,510.20000000000005,3,2,3,323
13368.0,50,24,462.7,3,2,2,322
13369.0,1,14,308.28000000000003,5,1,2,512
13370.0,2,44,721.32,5,3,3,533
13371.0,134,95,2271.46,2,4,5,245
13373.0,51,200,4274.94,3,5,5,355
13374.0,50,17,422.8,3,2,2,322
13375.0,80,34,1013.58,2,3,4,234
13377.0,32,81,1495.43,4,4,4,444
13378.0,58,1,-756.4,3,1,1,311
13380.0,68,3,62.4,3,1,1,311
13381.0,15,188,4558.21,5,5,5,555
13382.0,64,71,1164.59,3,4,4,344
13383.0,179,1,305.28000000000003,1,1,2,112
13384.0,26,116,2512.81,4,4,5,445
13386.0,50,31,835.46,3,2,3,323
13387.0,53,73,189.44,3,4,1,341
13388.0,239,34,508.55,1,3,3,133
13392.0,313,8,91.14,1,1,1,111
13393.0,219,73,1105.85,1,4,4,144
13394.0,15,259,4011.08,5,5,5,555
13395.0,36,60,872.51,3,3,3,333
13397.0,73,54,1554.93,2,3,4,234
13398.0,84,13,213.0,2,1,1,211
13399.0,100,15,275.4,2,2,2,222
13400.0,210,24,300.93,1,2,2,122
13401.0,260,1,-1834.14,1,1,1,111
13402.0,8,57,913.9000000000001,5,3,3,533
13403.0,23,6,154.5,4,1,1,411
13405.0,109,19,624.11,2,2,3,223
13406.0,63,10,557.22,3,1,3,313
13407.0,214,92,2111.89,1,4,5,145
13408.0,7,373,23365.442,5,5,5,555
13409.0,260,1,-525.65,1,1,1,111
13410.0,29,23,1183.6,4,2,4,424
13412.0,256,34,487.34999999999997,1,3,3,133
13413.0,275,45,345.8,1,3,2,132
13414.0,99,33,1091.74,2,3,4,234
13415.0,108,116,681.92,2,4,3,243
13416.0,372,7,228.3,1,1,1,111
13417.0,183,54,953.0600000000001,1,3,4,134
13418.0,8,261,6070.72,5,5,5,555
13421.0,42,170,2239.84,3,5,5,355
13423.0,64,12,217.03,3,1,1,311
13424.0,80,41,557.92,2,3,3,233
13425.0,144,103,1751.72,2,4,4,244
13426.0,18,186,4526.06,4,5,5,455
13427.0,113,23,423.93,2,2,2,222
13428.0,150,70,281.51,2,4,2,242
13431.0,42,84,2020.14,3,4,4,344
13432.0,207,111,439.1,1,4,2,142
13433.0,73,25,656.87,2,2,3,223
13434.0,21,25,1132.6200000000001,4,2,4,424
13435.0,12,51,665.34,5,3,3,533
13438.0,183,1,46.5,1,1,1,111
13439.0,24,113,702.9,4,4,3,443
13440.0,59,70,1213.95,3,4,4,344
13441.0,67,25,424.26,3,2,2,322
13442.0,303,38,419.87,1,3,2,132
13443.0,84,205,1247.71,2,5,4,254
13444.0,10,58,631.6800000000001,5,3,3,533
13445.0,262,7,241.89999999999998,1,1,2,112
13446.0,56,214,3608.86,3,5,5,355
13448.0,9,365,4982.08,5,5,5,555
13450.0,10,77,2073.82,5,4,5,545
13451.0,17,600,4203.52,4,5,5,455
13452.0,108,1,139.8,2,1,1,211
13453.0,29,25,402.01,4,2,2,422
13454.0,277,23,219.87,1,2,1,121
13455.0,2,111,1766.47,5,4,4,544
13457.0,324,11,143.27,1,1,1,111
13458.0,15,103,2312.7,5,4,5,545
13459.0,260,73,1160.4099999999999,1,4,4,144
13461.0,36,39,2693.5,3,3,5,335
13462.0,46,62,1002.35,3,4,4,344
13463.0,56,1,-158.65,3,1,1,311
13464.0,30,111,2409.21,4,4,5,445
13465.0,82,34,931.12,2,3,3,233
13466.0,32,41,654.3,4,3,3,433
13468.0,4,444,7434.86,5,5,5,555
13469.0,289,6,82.4,1,1,1,111
13472.0,99,28,592.24,2,2,3,223
13473.0,210,50,1993.44,1,3,4,134
13474.0,79,66,434.2,2,4,2,242
13476.0,42,48,823.0,3,3,3,333
13477.0,91,79,1379.59,2,4,4,244
13478.0,105,131,2068.03,2,5,5,255
13479.0,85,42,517.5,2,3,3,233
13480.0,52,41,627.82,3,3,3,333
13481.0,4,116,2022.03,5,4,4,544
13482.0,263,9,151.45,1,1,1,111
13484.0,19,32,453.52,4,3,2,432
13485.0,12,139,2503.68,5,5,5,555
13487.0,141,15,271.47,2,2,2,222
13488.0,3,304,6603.12,5,5,5,555
13490.0,290,8,154.25,1,1,1,111
13491.0,8,182,3350.7400000000002,5,5,5,555
13495.0,2,107,3256.49,5,4,5,545
13497.0,4,49,945.28,5,3,4,534
13498.0,366,17,327.38,1,2,2,122
13500.0,37,20,299.53,3,2,2,322
13501.0,122,63,1529.79,2,4,4,244
13502.0,46,16,482.6,3,2,3,323
13503.0,115,193,1576.69,2,5,4,254
13506.0,5,74,1156.83,5,4,4,544
13508.0,278,16,176.07999999999998,1,2,1,121
13509.0,143,5,135.0,2,1,1,211
13510.0,11,185,2703.23,5,5,5,555
13511.0,119,6,244.61,2,1,2,212
13512.0,23,24,462.18,4,2,2,422
13513.0,77,32,591.89,2,3,3,233
13514.0,64,17,663.7,3,2,3,323
13515.0,85,17,374.7,2,2,2,222
13516.0,53,17,295.85,3,2,2,322
13519.0,78,11,220.46,2,1,1,211
13520.0,7,117,3192.9,5,4,5,545
13523.0,2,59,1136.64,5,3,4,534
13526.0,374,54,942.5999999999999,1,3,4,134
13527.0,54,235,2386.28,3,5,5,355
13528.0,318,1,-40.0,1,1,1,111
13530.0,270,18,402.97999999999996,1,2,2,122
13531.0,2,68,1254.72,5,4,4,544
13534.0,10,119,1711.42,5,4,4,544
13535.0,38,1,89.5,3,1,1,311
13537.0,61,42,717.85,3,3,3,333
13538.0,32,119,1831.88,4,4,4,444
13539.0,56,50,925.42,3,3,3,333
13540.0,103,32,632.39,2,3,3,233
13541.0,59,12,717.9,3,1,3,313
13542.0,12,340,3970.77,5,5,5,555
13543.0,270,47,1439.6100000000001,1,3,4,134
13544.0,47,172,529.09,3,5,3,353
13545.0,26,59,347.35,4,3,2,432
13546.0,18,55,465.15,4,3,2,432
13547.0,44,47,175.53,3,3,1,331
13548.0,107,63,226.57999999999998,2,4,1,241
13549.0,23,8,87.6,4,1,1,411
13550.0,19,44,349.51,4,3,2,432
13551.0,302,1,152.39999999999998,1,1,1,111
13552.0,45,106,3079.1,3,4,5,345
13553.0,310,94,517.8,1,4,3,143
13554.0,16,211,1556.3899999999999,4,5,4,454
13555.0,14,277,4757.06,5,5,5,555
13556.0,65,9,200.82,3,1,1,311
13557.0,30,149,2396.02,4,5,5,455
13559.0,148,2,990.0,2,1,4,214
13561.0,33,219,1678.86,4,5,4,454
13562.0,37,114,3038.85,3,4,5,345
13564.0,4,1233,15138.98,5,5,5,555
13565.0,47,22,174.57999999999998,3,2,1,321
13566.0,70,198,833.41,3,5,3,353
13567.0,64,204,1078.59,3,5,4,354
13569.0,3,129,520.03,5,5,3,553
13571.0,18,335,2454.2200000000003,4,5,5,455
13573.0,15,63,622.07,5,4,3,543
13574.0,47,103,421.25,3,4,2,342
13576.0,9,160,4812.85,5,5,5,555
13577.0,18,89,1688.32,4,4,4,444
13578.0,45,9,147.66,3,1,1,311
13579.0,5,69,1068.8,5,4,4,544
13580.0,42,5,107.75,3,1,1,311
13581.0,50,23,162.53,3,2,1,321
13582.0,25,11,241.68,4,1,2,412
13583.0,315,43,664.001,1,3,3,133
13584.0,134,64,204.75,2,4,1,241
13585.0,166,40,674.46,2,3,3,233
13586.0,177,21,131.53,2,2,1,221
13587.0,85,22,961.1,2,2,4,224
13589.0,85,31,741.09,2,2,3,223
13590.0,11,326,4322.17,5,5,5,555
13591.0,71,44,964.0600000000001,2,3,4,234
13593.0,23,283,3484.93,4,5,5,455
13594.0,121,9,111.45000000000002,2,1,1,211
13595.0,152,152,818.22,2,5,3,253
13597.0,24,19,372.21,4,2,2,422
13598.0,131,59,609.42,2,3,3,233
13599.0,2,178,4759.74,5,5,5,555
13600.0,270,22,298.9,1,2,2,122
13601.0,28,96,491.82,4,4,3,443
13602.0,17,35,596.28,4,3,3,433
13604.0,288,23,713.39,1,2,3,123
13605.0,23,53,522.67,4,3,3,433
13607.0,28,25,382.6,4,2,2,422
13608.0,176,36,236.2,2,3,2,232
13609.0,229,7,167.35,1,1,1,111
13610.0,23,191,1028.7,4,5,4,454
13611.0,10,160,2122.83,5,5,5,555
13612.0,154,52,777.79,2,3,3,233
13613.0,88,59,1039.8500000000001,2,3,4,234
13614.0,29,70,748.73,4,4,3,443
13615.0,30,352,5812.24,4,5,5,455
13616.0,204,37,288.1,1,3,2,132
13617.0,44,64,719.62,3,4,3,343
13619.0,180,49,231.69,1,3,2,132
13620.0,164,5,112.34,2,1,1,211
13622.0,324,34,651.45,1,3,3,133
13623.0,16,217,1773.92,4,5,4,454
13624.0,17,24,427.18,4,2,2,422
13625.0,232,21,301.26,1,2,2,122
13626.0,10,27,432.26,5,2,2,522
13627.0,124,38,593.53,2,3,3,233
13628.0,312,16,310.14,1,2,2,122
13629.0,49,28,5578.5,3,2,5,325
13632.0,30,77,1517.68,4,4,4,444
13633.0,239,1,-306.66,1,1,1,111
13634.0,10,290,2944.39,5,5,5,555
13635.0,73,105,1877.19,2,4,4,244
13639.0,72,19,312.93,2,2,2,222
13640.0,247,4,405.0,1,1,2,112
13641.0,276,50,921.82,1,3,3,133
13642.0,68,49,147.17,3,3,1,331
13643.0,16,79,1592.73,4,4,4,444
13646.0,35,59,323.3,4,3,2,432
13647.0,130,61,1393.56,2,3,4,234
13648.0,36,113,1679.01,3,4,4,344
13649.0,2,103,1332.28,5,4,4,544
13650.0,10,86,1289.16,5,4,4,544
13651.0,17,9,114.75,4,1,1,411
13652.0,4,96,1475.77,5,4,4,544
13653.0,123,9,152.2,2,1,1,211
13654.0,16,163,3600.67,4,5,5,455
13655.0,10,67,1326.33,5,4,4,544
13656.0,94,41,673.7,2,3,3,233
13658.0,19,133,3350.6,4,5,5,455
13659.0,52,181,3165.78,3,5,5,355
13660.0,31,42,303.69,4,3,2,432
13661.0,239,17,325.24,1,2,2,122
13662.0,21,90,1304.05,4,4,4,444
13663.0,16,88,1824.14,4,4,4,444
13664.0,318,1,-13.14,1,1,1,111
13665.0,22,106,1711.6599999999999,4,4,4,444
13666.0,56,7,43.25,3,1,1,311
13668.0,18,311,6533.07,4,5,5,455
13669.0,43,5,195.0,3,1,1,311
13671.0,30,76,194.95,4,4,1,441
13672.0,366,12,233.53000000000003,1,1,2,112
13674.0,65,16,215.88,3,2,1,321
13676.0,175,15,153.15,2,2,1,221
13677.0,40,107,556.1899999999999,3,4,3,343
13679.0,129,50,281.26,2,3,2,232
13680.0,107,457,7713.25,2,5,5,255
13683.0,93,10,258.6,2,1,2,212
13684.0,26,82,482.29,4,4,3,443
13686.0,16,26,337.04,4,2,2,422
13687.0,74,45,11880.84,2,3,5,235
13688.0,271,5,375.5,1,1,2,112
13689.0,80,3,349.5,2,1,2,212
13691.0,32,54,212.78,4,3,1,431
13692.0,36,44,1549.58,3,3,4,334
13693.0,10,108,1980.32,5,4,4,544
13694.0,9,973,128172.42,5,5,5,555
13695.0,213,6,266.6,1,1,2,112
13696.0,57,25,2008.7,3,2,4,324
13698.0,232,40,465.53000000000003,1,3,2,132
13699.0,183,26,402.82,1,2,2,122
13700.0,53,50,321.09,3,3,2,332
13701.0,73,10,159.55,2,1,1,211
13702.0,81,5,135.18,2,1,1,211
13703.0,49,72,8.881784197001252e-16,3,4,1,341
13705.0,9,56,1323.47,5,3,4,534
13706.0,262,18,300.38,1,2,2,122
13707.0,65,107,2559.45,3,4,5,345
13709.0,82,72,1263.7,2,4,4,244
13710.0,59,7,329.04,3,1,2,312
13711.0,42,90,1380.55,3,4,4,344
13712.0,246,23,537.58,1,2,3,123
13713.0,44,82,743.26,3,4,3,343
13714.0,101,30,161.35,2,2,1,221
13715.0,8,432,7384.400000000001,5,5,5,555
13717.0,88,24,315.79,2,2,2,222
13719.0,29,191,1773.57,4,5,4,454
13721.0,31,14,217.39999999999998,4,1,1,411
13722.0,56,104,3260.0,3,4,5,345
13723.0,28,53,1009.35,4,3,4,434
13724.0,273,42,213.01,1,3,1,131
13727.0,247,65,733.82,1,4,3,143
13728.0,23,101,1839.03,4,4,4,444
13729.0,71,44,676.4300000000001,2,3,3,233
13733.0,46,30,484.53000000000003,3,2,3,323
13734.0,144,30,3451.2900000000004,2,2,5,225
13735.0,12,475,6706.63,5,5,5,555
13736.0,61,374,1991.01,3,5,4,354
13738.0,32,92,440.93,4,4,2,442
13739.0,163,3,75.3,2,1,1,211
13740.0,51,72,1247.02,3,4,4,344
13745.0,177,33,469.73,2,3,2,232
13746.0,49,9,176.69,3,1,1,311
13747.0,9,5,169.79999999999998,5,1,1,511
13748.0,9,31,1320.1,5,2,4,524
13749.0,337,2,-10.25,1,1,1,111
13750.0,10,53,1916.3400000000001,5,3,4,534
13752.0,163,19,404.45000000000005,2,2,2,222
13753.0,234,45,1353.31,1,3,4,134
13754.0,73,9,164.45000000000002,2,1,1,211
13756.0,3,207,4002.0800000000004,5,5,5,555
13757.0,310,8,195.55,1,1,1,111
13758.0,2,198,6072.59,5,5,5,555
13760.0,40,63,1071.85,3,4,4,344
13761.0,138,52,881.52,2,3,3,233
13762.0,229,28,2165.76,1,2,5,125
13763.0,24,36,3492.53,4,3,5,435
13764.0,205,168,1431.5,1,5,4,154
13765.0,289,17,352.821,1,2,2,122
13766.0,131,17,190.35,2,2,1,221
13767.0,5,442,18169.97,5,5,5,555
13768.0,199,43,758.07,1,3,3,133
13769.0,3,154,2994.76,5,5,5,555
13770.0,58,48,785.37,3,3,3,333
13771.0,169,97,3094.37,2,4,5,245
13772.0,31,400,1962.59,4,5,4,454
13773.0,32,19,301.54,4,2,2,422
13775.0,226,63,1049.66,1,4,4,144
13776.0,64,8,-340.17,3,1,1,311
13777.0,1,215,30268.22,5,5,5,555
13778.0,127,36,937.84,2,3,3,233
13779.0,151,27,161.13,2,2,1,221
13780.0,43,43,375.81,3,3,2,332
13781.0,228,41,643.04,1,3,3,133
13782.0,89,130,873.77,2,5,3,253
13783.0,123,10,1542.09,2,1,4,214
13784.0,70,14,434.39,3,1,2,312
13785.0,64,30,542.49,3,2,3,323
13786.0,3,119,2506.01,5,4,5,545
13787.0,92,63,864.66,2,4,3,243
13788.0,141,1,3.75,2,1,1,211
13789.0,24,18,239.45999999999998,4,2,2,422
13792.0,58,10,188.4,3,1,1,311
13793.0,282,7,96.0,1,1,1,111
13794.0,182,9,126.03,1,1,1,111
13795.0,24,29,836.3,4,2,3,423
13796.0,135,22,289.7,2,2,2,222
13797.0,72,80,1168.45,2,4,4,244
13798.0,8,475,37222.05,5,5,5,555
13799.0,73,77,1350.96,2,4,4,244
13800.0,66,40,1121.24,3,3,4,334
13802.0,10,391,21585.29,5,5,5,555
13803.0,67,62,1042.04,3,4,4,344
13804.0,71,32,572.73,2,3,3,233
13807.0,3,27,397.3,5,2,2,522
13809.0,30,13,524.65,4,1,3,413
13813.0,157,82,1333.01,2,4,4,244
13814.0,149,23,676.95,2,2,3,223
13815.0,32,184,3270.88,4,5,5,455
13818.0,65,5,61.28,3,1,1,311
13819.0,305,68,1490.75,1,4,4,144
13820.0,54,93,640.4,3,4,3,343
13821.0,28,151,1001.39,4,5,4,454
13823.0,15,126,2400.89,5,4,5,545
13824.0,15,58,1574.42,5,3,4,534
13825.0,257,40,255.59,1,3,2,132
13829.0,57,1,102.0,3,1,1,311
13830.0,210,13,135.95000000000002,1,1,1,111
13831.0,5,117,4806.19,5,4,5,545
13832.0,58,54,561.49,3,3,3,333
13833.0,40,16,316.56,3,2,2,322
13834.0,212,21,247.89,1,2,2,122
13835.0,155,18,210.25,2,2,1,221
13836.0,35,33,602.52,4,3,3,433
13838.0,5,298,1274.3600000000001,5,5,4,554
13839.0,122,7,139.95000000000002,2,1,1,211
13840.0,52,40,651.4,3,3,3,333
13842.0,2,152,2219.34,5,5,5,555
13843.0,17,18,319.75,4,2,2,422
13846.0,35,26,442.73,4,2,2,422
13847.0,355,19,310.72,1,2,2,122
13848.0,2,6,2080.0,5,1,5,515
13849.0,33,120,1905.85,4,4,4,444
13851.0,15,60,1865.3000000000002,5,3,4,534
13852.0,242,13,170.45000000000002,1,1,1,111
13854.0,1,73,4133.19,5,4,5,545
13855.0,136,77,1253.94,2,4,4,244
13856.0,99,45,695.48,2,3,3,233
13857.0,29,129,997.11,4,5,4,454
13859.0,165,8,314.7,2,1,2,212
13861.0,65,23,251.31,3,2,2,322
13862.0,25,21,346.73,4,2,2,422
13863.0,84,52,918.07,2,3,3,233
13864.0,22,1,662.4000000000001,4,1,3,413
13869.0,17,553,5006.62,4,5,5,455
13870.0,16,127,2938.59,4,4,5,445
13871.0,60,71,1415.15,3,4,4,344
13872.0,149,61,891.32,2,3,3,233
13873.0,19,37,649.32,4,3,3,433
13874.0,140,55,1448.75,2,3,4,234
13875.0,23,166,3027.58,4,5,5,455
13877.0,100,22,329.09,2,2,2,222
13878.0,183,71,1191.53,1,4,4,144
13879.0,281,25,395.5,1,2,2,122
13880.0,3,64,1171.89,5,4,4,544
13881.0,11,287,27402.98,5,5,5,555
13883.0,16,181,3803.99,4,5,5,455
13884.0,12,134,1071.08,5,5,4,554
13888.0,40,144,1563.42,3,5,4,354
13889.0,18,75,1438.8300000000002,4,4,4,444
13890.0,10,69,997.87,5,4,4,544
13891.0,14,100,863.5600000000001,5,4,3,543
13892.0,113,9,634.68,2,1,3,213
13895.0,142,69,1335.5,2,4,4,244
13896.0,261,21,388.55,1,2,2,122
13897.0,74,42,849.56,2,3,3,233
13898.0,47,34,530.47,3,3,3,333
13900.0,16,53,867.14,4,3,3,433
13901.0,10,169,2732.14,5,5,5,555
13902.0,268,67,30411.26,1,4,5,145
13903.0,36,10,165.45000000000002,3,1,1,311
13905.0,207,15,244.45,1,2,2,122
13906.0,45,1,42.0,3,1,1,311
13907.0,327,4,136.8,1,1,1,111
13909.0,59,39,286.6,3,3,2,332
13910.0,79,1,-127.66,2,1,1,211
13911.0,15,94,1619.1299999999999,5,4,4,544
13912.0,59,7,124.95,3,1,1,311
13913.0,142,3,42.22,2,1,1,211
13915.0,30,4,31.200000000000003,4,1,1,411
13916.0,99,75,1260.51,2,4,4,244
13919.0,60,49,975.87,3,3,4,334
13920.0,67,88,1734.88,3,4,4,344
13921.0,35,45,720.75,4,3,3,433
13922.0,53,26,652.45,3,2,3,323
13927.0,49,23,340.97,3,2,2,322
13929.0,52,50,2515.25,3,3,5,335
13931.0,28,213,4019.85,4,5,5,455
13935.0,232,80,6116.92,1,4,5,145
13936.0,18,33,563.08,4,3,3,433
13937.0,32,46,708.53,4,3,3,433
13939.0,64,67,976.91,3,4,4,344
13941.0,7,61,5933.74,5,3,5,535
13942.0,170,1,320.0,2,1,2,212
13943.0,213,15,246.54,1,2,2,122
13944.0,289,35,200.43,1,3,1,131
13945.0,30,51,854.15,4,3,3,433
13946.0,12,46,1183.8600000000001,5,3,4,534
13948.0,47,22,434.86,3,2,2,322
13952.0,10,275,9544.8,5,5,5,555
13953.0,45,5,3125.0,3,1,5,315
13955.0,11,54,222.21,5,3,1,531
13957.0,53,27,458.25,3,2,2,322
13958.0,8,245,4504.78,5,5,5,555
13959.0,35,71,477.98,4,4,3,443
13961.0,21,21,498.7,4,2,3,423
13962.0,71,12,193.25,2,1,1,211
13963.0,3,141,2235.08,5,5,5,555
13964.0,23,25,421.9,4,2,2,422
13965.0,91,28,777.6600000000001,2,2,3,223
13966.0,71,22,390.86,2,2,2,222
13967.0,32,4,85.6,4,1,1,411
13968.0,59,8,123.66,3,1,1,311
13969.0,1,482,4226.08,5,5,5,555
13970.0,22,13,846.55,4,1,3,413
13971.0,53,107,1891.6100000000001,3,4,4,344
13974.0,213,17,249.93,1,2,2,122
13975.0,29,415,2824.06,4,5,5,455
13976.0,142,46,834.38,2,3,3,233
13977.0,47,13,519.8100000000001,3,1,3,313
13979.0,29,358,2456.96,4,5,5,455
13980.0,73,58,552.98,2,3,3,233
13981.0,36,23,327.39,3,2,2,322
13982.0,1,150,2557.68,5,5,5,555
13983.0,2,247,4402.95,5,5,5,555
13984.0,2,77,1128.09,5,4,4,544
13985.0,10,132,2957.78,5,5,5,555
13987.0,15,46,682.54,5,3,3,533
13988.0,19,61,609.84,4,3,3,433
13989.0,100,45,759.98,2,3,3,233
13992.0,16,6,142.7,4,1,1,411
13993.0,15,142,3280.7000000000003,5,5,5,555
13995.0,15,151,2452.77,5,5,5,555
13996.0,22,33,895.76,4,3,3,433
13997.0,155,46,382.31,2,3,2,232
13998.0,82,31,566.7,2,2,3,223
13999.0,10,263,5572.75,5,5,5,555
14000.0,50,36,1243.88,3,3,4,334
14001.0,9,73,2487.01,5,4,5,545
14003.0,368,16,209.41,1,2,1,121
14004.0,29,70,1675.81,4,4,4,444
14006.0,164,47,1234.48,2,3,4,234
14007.0,148,5,79.48,2,1,1,211
14008.0,11,33,493.74,5,3,3,533
14009.0,98,32,404.3,2,3,2,232
14010.0,201,28,288.09999999999997,1,2,2,122
14011.0,116,33,451.91999999999996,2,3,2,232
14013.0,16,38,533.2,4,3,3,433
14014.0,12,37,1443.03,5,3,4,534
14016.0,32,288,7051.25,4,5,5,455
14017.0,207,14,229.75,1,1,1,111
14018.0,281,13,367.15000000000003,1,1,2,112
14020.0,112,37,570.46,2,3,3,233
14021.0,10,68,1084.68,5,4,4,544
14022.0,122,19,352.15000000000003,2,2,2,222
14024.0,26,18,318.04,4,2,2,422
14025.0,100,102,3969.1,2,4,5,245
14026.0,106,50,713.11,2,3,3,233
14028.0,134,13,3175.5,2,1,5,215
14030.0,2,627,5785.5,5,5,5,555
14031.0,1,547,23391.33,5,5,5,555
14032.0,2,103,1856.23,5,4,4,544
14033.0,191,1,109.44,1,1,1,111
14035.0,42,88,1424.45,3,4,4,344
14037.0,114,87,608.75,2,4,3,243
14038.0,24,75,1446.45,4,4,4,444
14039.0,211,4,115.08000000000001,1,1,1,111
14040.0,22,567,8915.65,4,5,5,455
14042.0,361,21,431.98,1,2,2,122
14043.0,127,43,301.3,2,3,2,232
14044.0,54,643,2453.33,3,5,5,355
14045.0,9,37,8000.88,5,3,5,535
14047.0,1,137,2868.7200000000003,5,5,5,555
14048.0,18,56,338.76,4,3,2,432
14049.0,23,602,7424.88,4,5,5,455
14051.0,2,129,6627.16,5,5,5,555
14052.0,26,69,255.45,4,4,2,442
14053.0,33,5,312.05,4,1,2,412
14055.0,213,23,795.3199999999999,1,2,3,123
14057.0,17,170,2190.88,4,5,5,455
14058.0,98,24,469.19,2,2,2,222
14060.0,2,69,3367.76,5,4,5,545
14061.0,143,19,917.4300000000001,2,2,3,223
14062.0,10,237,14969.98,5,5,5,555
14063.0,66,44,-3767.1999999999994,3,3,1,331
14064.0,66,170,1851.43,3,5,4,354
14065.0,25,50,889.37,4,3,3,433
14068.0,232,88,1239.1200000000001,1,4,4,144
14069.0,150,42,230.06,2,3,1,231
14070.0,320,42,326.55,1,3,2,132
14072.0,302,19,390.85,1,2,2,122
14074.0,259,6,219.39999999999998,1,1,1,111
14075.0,39,38,792.61,3,3,3,333
14077.0,31,14,115.66,4,1,1,411
14078.0,9,98,643.26,5,4,3,543
14079.0,318,1,243.63,1,1,2,112
14080.0,49,80,1030.13,3,4,4,344
14081.0,5,795,4345.38,5,5,5,555
14082.0,28,36,231.10999999999999,4,3,2,432
14083.0,7,74,388.83,5,4,2,542
14084.0,148,7,150.5,2,1,1,211
14085.0,4,618,5656.43,5,5,5,555
14086.0,98,1,39.95,2,1,1,211
14087.0,40,153,621.8,3,5,3,353
14088.0,23,96,11984.53,4,4,5,445
14091.0,290,13,9530.08,1,1,5,115
14092.0,8,160,3146.64,5,5,5,555
14094.0,75,48,334.27,2,3,2,232
14095.0,358,1,2.95,1,1,1,111
14097.0,117,40,422.85999999999996,2,3,2,232
14099.0,11,278,2607.54,5,5,5,555
14101.0,24,56,3965.34,4,3,5,435
14103.0,301,1,0.0,1,1,1,111
14104.0,25,122,555.37,4,4,3,443
14105.0,30,217,4443.65,4,5,5,455
14106.0,373,1,214.79999999999998,1,1,1,111
14107.0,73,115,2165.2200000000003,2,4,5,245
14108.0,367,20,447.05,1,2,2,122
14110.0,71,246,7287.95,2,5,5,255
14112.0,87,185,2750.34,2,5,5,255
14113.0,11,105,4778.83,5,4,5,545
14114.0,31,59,977.5600000000001,4,3,4,434
14115.0,137,22,622.6700000000001,2,2,3,223
14118.0,64,15,458.45,3,2,2,322
14119.0,11,11,183.37,5,1,1,511
14120.0,66,1,-23.8,3,1,1,311
14122.0,30,16,309.77,4,2,2,422
14123.0,369,24,436.18,1,2,2,122
14126.0,80,28,466.33000000000004,2,2,2,222
