Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Revenue
496115,M,Manual,1,2010-01-29 11:04:00,8985.6,17949.0,United Kingdom,8985.6
496204,21355,TOAST ITS - I LOVE YOU ,288,2010-01-29 12:42:00,1.05,15251.0,United Kingdom,302.40000000000003
496205,48138,DOOR MAT UNION FLAG,70,2010-01-29 12:52:00,5.95,12823.0,United Kingdom,416.5
496355,21166,COOK WITH WINE METAL SIGN ,432,2010-02-01 09:55:00,1.69,16684.0,United Kingdom,730.0799999999999
496412,21137,BLACK RECORD COVER FRAME,96,2010-02-01 12:03:00,3.39,16087.0,United Kingdom,325.44
496467,M,Manual,1,2010-02-01 15:17:00,818.19,15480.0,Malta,818.19
496534,84937,KASHMIR FOLKART TUMBLERS,460,2010-02-02 13:00:00,1.69,17876.0,United Kingdom,777.4
496584,M,Manual,1,2010-02-02 14:11:00,608.5,14911.0,EIRE,608.5
496592,21041,RED SPOTTY OVEN GLOVE DOUBLE,120,2010-02-02 14:51:00,2.55,17920.0,United Kingdom,306.0
496867,62018,SOMBRERO ,500,2010-02-04 12:26:00,1.25,13953.0,United Kingdom,625.0
496945,22090,PAPER BUNTING RETRO SPOTS,120,2010-02-04 17:38:00,2.55,15061.0,United Kingdom,306.0
496959,20971,PINK BLUE FELT CRAFT TRINKET BOX,300,2010-02-04 19:24:00,1.06,17949.0,United Kingdom,318.0
496962,20971,PINK BLUE FELT CRAFT TRINKET BOX,300,2010-02-04 19:42:00,1.06,17949.0,United Kingdom,318.0
496994,84406B,CREAM CUPID HEARTS COAT HANGER,96,2010-02-05 11:32:00,2.75,13694.0,United Kingdom,264.0
497157,48111,DOOR MAT 3 SMILEY CATS,200,2010-02-05 16:25:00,4.0,18102.0,United Kingdom,800.0
497157,48173C,DOOR MAT BLACK FLOCK ,190,2010-02-05 16:25:00,6.35,18102.0,United Kingdom,1206.5
497157,48188,DOOR MAT WELCOME PUPPIES,200,2010-02-05 16:25:00,4.0,18102.0,United Kingdom,800.0
497157,20685,DOOR MAT RED SPOT,200,2010-02-05 16:25:00,4.0,18102.0,United Kingdom,800.0
497157,48194,DOOR MAT HEARTS,200,2010-02-05 16:25:00,4.0,18102.0,United Kingdom,800.0
497157,21524,DOOR MAT SPOTTY HOME SWEET HOME,200,2010-02-05 16:25:00,4.0,18102.0,United Kingdom,800.0
497217,21523,DOOR MAT FANCY FONT HOME SWEET HOME,40,2010-02-07 14:27:00,6.35,14156.0,EIRE,254.0
497217,20685,DOOR MAT RED SPOT,40,2010-02-07 14:27:00,6.35,14156.0,EIRE,254.0
497217,82552,WASHROOM METAL SIGN,288,2010-02-07 14:27:00,1.06,14156.0,EIRE,305.28000000000003
497217,21216,"SET 3 RED SPOT TIN TEA,COFFEE,SUGAR",72,2010-02-07 14:27:00,4.25,14156.0,EIRE,306.0
497217,21903,MAN FLU METAL SIGN,288,2010-02-07 14:27:00,1.85,14156.0,EIRE,532.8000000000001
497217,21164,HOME SWEET HOME METAL SIGN ,288,2010-02-07 14:27:00,2.55,14156.0,EIRE,734.4
497217,21908,CHOCOLATE THIS WAY METAL SIGN,288,2010-02-07 14:27:00,1.85,14156.0,EIRE,532.8000000000001
497217,21169,YOU'RE CONFUSING ME METAL SIGN ,288,2010-02-07 14:27:00,1.45,14156.0,EIRE,417.59999999999997
497217,21166,COOK WITH WINE METAL SIGN ,288,2010-02-07 14:27:00,1.69,14156.0,EIRE,486.71999999999997
497217,21181,PLEASE ONE PERSON METAL SIGN,288,2010-02-07 14:27:00,1.85,14156.0,EIRE,532.8000000000001
497339,M,Manual,1,2010-02-08 15:08:00,365.1,14911.0,EIRE,365.1
497681,84856S,SMALL TAHITI BEACH BAG,96,2010-02-11 14:59:00,3.81,13288.0,United Kingdom,365.76
497896,79323W, WHITE CHERRY LIGHTS,48,2010-02-14 12:37:00,5.45,12989.0,United Kingdom,261.6
497897,21761,WOOD AND GLASS MEDICINE CABINET,14,2010-02-14 12:38:00,26.95,15538.0,United Kingdom,377.3
497937,85099F,JUMBO BAG STRAWBERRY,400,2010-02-15 10:49:00,1.65,15769.0,United Kingdom,660.0
497937,21929,JUMBO BAG PINK VINTAGE PAISLEY,200,2010-02-15 10:49:00,1.65,15769.0,United Kingdom,330.0
497937,85099B,JUMBO BAG RED WHITE SPOTTY ,400,2010-02-15 10:49:00,1.65,15769.0,United Kingdom,660.0
497937,21928,JUMBO BAG SCANDINAVIAN PAISLEY,300,2010-02-15 10:49:00,1.65,15769.0,United Kingdom,495.0
497937,85099C,JUMBO  BAG BAROQUE BLACK WHITE,200,2010-02-15 10:49:00,1.65,15769.0,United Kingdom,330.0
497943,48187,DOOR MAT NEW ENGLAND,40,2010-02-15 11:46:00,6.35,13225.0,United Kingdom,254.0
497946,37410,BLACK AND WHITE PAISLEY FLOWER MUG,19152,2010-02-15 11:57:00,0.1,13902.0,Denmark,1915.2
497946,85198,ASSORTED FARMYARD ANIMALS IN BUCKET,3312,2010-02-15 11:57:00,0.3,13902.0,Denmark,993.5999999999999
497946,85197,SET OF 12 MINI BUNNIES IN A BUCKET,1344,2010-02-15 11:57:00,0.25,13902.0,Denmark,336.0
497946,85220,SMALL FAIRY CAKE FRIDGE MAGNETS,2504,2010-02-15 11:57:00,1.45,13902.0,Denmark,3630.7999999999997
497946,85218,S/5 MINI ICE CREAM FRIDGE MAGNETS,1968,2010-02-15 11:57:00,0.3,13902.0,Denmark,590.4
497946,47504E,ENGLISH ROSE SCISSORS,4176,2010-02-15 11:57:00,0.15,13902.0,Denmark,626.4
497946,47503K,ASSORTED FLORAL SECATEURS,2880,2010-02-15 11:57:00,0.3,13902.0,Denmark,864.0
497946,47503E,ASS FLORAL PRINT SCISSORS,6696,2010-02-15 11:57:00,0.15,13902.0,Denmark,1004.4
497946,20653,CHERRY BLOSSOM LUGGAGE TAG,1800,2010-02-15 11:57:00,0.15,13902.0,Denmark,270.0
497946,20729,RED SPOTTY CANDY BAG,4200,2010-02-15 11:57:00,0.15,13902.0,Denmark,630.0
497946,20850,ZINC HEART LATTICE PLANTER BOWL,696,2010-02-15 11:57:00,0.5,13902.0,Denmark,348.0
497946,20849,ZINC HEART LATTICE DOUBLE PLANTER,576,2010-02-15 11:57:00,0.5,13902.0,Denmark,288.0
497946,20778,GARDEN PATH NOTEBOOK ,3360,2010-02-15 11:57:00,0.15,13902.0,Denmark,504.0
497946,20777,CHRYSANTHEMUM NOTEBOOK,3200,2010-02-15 11:57:00,0.15,13902.0,Denmark,480.0
497946,20776,ABSTRACT CIRCLES NOTEBOOK,3040,2010-02-15 11:57:00,0.15,13902.0,Denmark,456.0
497946,20775,DAISY NOTEBOOK ,3360,2010-02-15 11:57:00,0.15,13902.0,Denmark,504.0
497946,20774,GREEN FERN NOTEBOOK,3200,2010-02-15 11:57:00,0.15,13902.0,Denmark,480.0
497946,20773,BLUE PAISLEY NOTEBOOK,3040,2010-02-15 11:57:00,0.15,13902.0,Denmark,456.0
497946,20731,POSY CANDY BAG,2700,2010-02-15 11:57:00,0.15,13902.0,Denmark,405.0
497946,20760,GARDEN PATH POCKET BOOK,4320,2010-02-15 11:57:00,0.1,13902.0,Denmark,432.0
497946,47503F,ASS FLORAL PRINT TORCH,2504,2010-02-15 11:57:00,0.25,13902.0,Denmark,626.0
497952,M,Manual,1,2010-02-15 12:31:00,1508.65,12380.0,Belgium,1508.65
497955,21781,MA CAMPAGNE CUTLERY BOX,24,2010-02-15 12:54:00,12.75,14543.0,United Kingdom,306.0
498052,21210,SET OF 72 RETRO SPOT PAPER  DOILIES,192,2010-02-16 11:58:00,1.45,17404.0,Sweden,278.4
498097,22241,GARLAND WOODEN HAPPY EASTER,288,2010-02-16 13:12:00,1.06,16525.0,United Kingdom,305.28000000000003
498105,71459,HANGING JAM JAR T-LIGHT HOLDER,384,2010-02-16 13:52:00,0.72,15372.0,United Kingdom,276.48
498105,75049L,LARGE CIRCULAR MIRROR MOBILE,384,2010-02-16 13:52:00,0.85,15372.0,United Kingdom,326.4
498152,85220,SMALL FAIRY CAKE FRIDGE MAGNETS,9456,2010-02-17 10:51:00,0.3,13902.0,Denmark,2836.7999999999997
498283,47583A,SET OF 3 WICKER BASKET ROSE,66,2010-02-17 16:40:00,7.0,17858.0,United Kingdom,462.0
498284,21354,TOAST ITS - BEST MUM,288,2010-02-17 16:43:00,1.05,13798.0,United Kingdom,302.40000000000003
498395,22386,JUMBO BAG PINK WITH WHITE SPOTS,200,2010-02-18 15:13:00,1.65,14646.0,Netherlands,330.0
498395,20685,DOOR MAT RED SPOT,60,2010-02-18 15:13:00,6.35,14646.0,Netherlands,381.0
498395,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,480,2010-02-18 15:13:00,2.55,14646.0,Netherlands,1224.0
498395,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,192,2010-02-18 15:13:00,2.55,14646.0,Netherlands,489.59999999999997
498395,22329,ROUND CONTAINER SET OF 5 RETROSPOT,192,2010-02-18 15:13:00,1.45,14646.0,Netherlands,278.4
498395,21682,LARGE MEDINA STAMPED METAL BOWL ,72,2010-02-18 15:13:00,4.25,14646.0,Netherlands,306.0
498395,21731,RED TOADSTOOL LED NIGHT LIGHT,720,2010-02-18 15:13:00,1.45,14646.0,Netherlands,1044.0
498395,22131,FOOD CONTAINER SET 3 LOVE HEART ,288,2010-02-18 15:13:00,1.65,14646.0,Netherlands,475.2
498395,21559,STRAWBERRY LUNCHBOX WITH CUTLERY,240,2010-02-18 15:13:00,2.1,14646.0,Netherlands,504.0
498395,22243,"HOOK, 5 HANGER ,MAGIC TOADSTOOL RED",288,2010-02-18 15:13:00,1.45,14646.0,Netherlands,417.59999999999997
498396,22381,TOY TIDY PINK RETROSPOT  ,200,2010-02-18 15:16:00,1.85,14646.0,Netherlands,370.0
498396,22380,TOY TIDY SPACEBOY  ,200,2010-02-18 15:16:00,1.85,14646.0,Netherlands,370.0
498398,21136,PAINTED METAL PEARS ASSORTED,176,2010-02-18 15:19:00,1.45,14646.0,Netherlands,255.2
498398,22377,BOTTLE BAG RETROSPOT ,200,2010-02-18 15:19:00,1.85,14646.0,Netherlands,370.0
498398,22379,RECYCLING BAG RETROSPOT ,400,2010-02-18 15:19:00,1.85,14646.0,Netherlands,740.0
498398,22385,JUMBO BAG SPACEBOY DESIGN,200,2010-02-18 15:19:00,1.65,14646.0,Netherlands,330.0
498398,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,200,2010-02-18 15:19:00,1.65,14646.0,Netherlands,330.0
498398,22498,WOODEN REGATTA BUNTING,144,2010-02-18 15:19:00,4.95,14646.0,Netherlands,712.8000000000001
498440,21955,DOOR MAT UNION JACK GUNS AND ROSES,200,2010-02-19 09:37:00,4.58,18102.0,United Kingdom,916.0
498440,48111,DOOR MAT 3 SMILEY CATS,200,2010-02-19 09:37:00,4.58,18102.0,United Kingdom,916.0
498440,48173C,DOOR MAT BLACK FLOCK ,200,2010-02-19 09:37:00,4.58,18102.0,United Kingdom,916.0
498440,48188,DOOR MAT WELCOME PUPPIES,200,2010-02-19 09:37:00,4.58,18102.0,United Kingdom,916.0
498440,20685,DOOR MAT RED SPOT,200,2010-02-19 09:37:00,4.58,18102.0,United Kingdom,916.0
498440,48194,DOOR MAT HEARTS,200,2010-02-19 09:37:00,4.58,18102.0,United Kingdom,916.0
498440,21524,DOOR MAT SPOTTY HOME SWEET HOME,200,2010-02-19 09:37:00,4.58,18102.0,United Kingdom,916.0
498504,21186,WHITE DOVE HONEYCOMB PAPER GARLAND,250,2010-02-19 11:29:00,1.45,12931.0,United Kingdom,362.5
498507,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,144,2010-02-19 11:41:00,2.55,16029.0,United Kingdom,367.2
498723,84964B,BLUE PAINTED KASHMIRI TABLE ,16,2010-02-22 14:54:00,60.0,13340.0,United Kingdom,960.0
498723,84964A,PINK PAINTED KASHMIRI TABLE,10,2010-02-22 14:54:00,60.0,13340.0,United Kingdom,600.0
498723,84965B,BLUE KASHMIRI COFFEE TABLE ,15,2010-02-22 14:54:00,60.0,13340.0,United Kingdom,900.0
498723,84965A,PINK KASHMIRI COFFEE TABLE ,15,2010-02-22 14:54:00,60.0,13340.0,United Kingdom,900.0
498728,84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,72,2010-02-22 15:39:00,3.75,13408.0,United Kingdom,270.0
498756,84078A,SET/4 WHITE RETRO STORAGE CUBES ,20,2010-02-22 16:48:00,34.95,12980.0,United Kingdom,699.0
498827,47570B,TEA TIME TABLE CLOTH,50,2010-02-23 11:36:00,8.49,13798.0,United Kingdom,424.5
498853,21041,RED SPOTTY OVEN GLOVE DOUBLE,120,2010-02-23 12:08:00,2.55,16779.0,United Kingdom,306.0
498910,85114B,IVORY ENCHANTED FOREST PLACEMAT,240,2010-02-23 15:17:00,1.45,14091.0,United Kingdom,348.0
498910,21312,LARGE CHUNKY GLASS ROMAN BOWL,104,2010-02-23 15:17:00,5.95,14091.0,United Kingdom,618.8000000000001
498910,21316,SMALL CHUNKY GLASS ROMAN  BOWL,152,2010-02-23 15:17:00,2.55,14091.0,United Kingdom,387.59999999999997
498910,84792,ENCHANTED BIRD COATHANGER 5 HOOK,96,2010-02-23 15:17:00,3.81,14091.0,United Kingdom,365.76
498910,21622,VINTAGE UNION JACK CUSHION COVER,200,2010-02-23 15:17:00,4.25,14091.0,United Kingdom,850.0
498910,10135,COLOURING PENCILS BROWN TUBE,700,2010-02-23 15:17:00,1.06,14091.0,United Kingdom,742.0
498928,20679,EDWARDIAN PARASOL RED,60,2010-02-24 10:18:00,4.95,13694.0,United Kingdom,297.0
498928,15056BL,EDWARDIAN PARASOL BLACK,60,2010-02-24 10:18:00,4.95,13694.0,United Kingdom,297.0
498928,15056N,EDWARDIAN PARASOL NATURAL,60,2010-02-24 10:18:00,4.95,13694.0,United Kingdom,297.0
498931,22146,EASTER CRAFT IVY WREATH WITH CHICK,160,2010-02-24 10:24:00,1.65,12482.0,Sweden,264.0
498931,20971,PINK BLUE FELT CRAFT TRINKET BOX,288,2010-02-24 10:24:00,1.06,12482.0,Sweden,305.28000000000003
499009,22386,JUMBO BAG PINK WITH WHITE SPOTS,200,2010-02-24 11:59:00,1.65,17511.0,United Kingdom,330.0
499029,22197,SMALL POPCORN HOLDER,1008,2010-02-24 12:39:00,0.72,17949.0,United Kingdom,725.76
499039,22320,BIRDS MOBILE VINTAGE DESIGN,48,2010-02-24 13:16:00,5.45,14646.0,Netherlands,261.6
499039,85123A,WHITE HANGING HEART T-LIGHT HOLDER,192,2010-02-24 13:16:00,2.55,14646.0,Netherlands,489.59999999999997
499059,21929,JUMBO BAG PINK VINTAGE PAISLEY,150,2010-02-24 13:55:00,1.95,12939.0,United Kingdom,292.5
499067,15056BL,EDWARDIAN PARASOL BLACK,60,2010-02-24 14:30:00,4.95,14911.0,EIRE,297.0
499067,15056N,EDWARDIAN PARASOL NATURAL,60,2010-02-24 14:30:00,4.95,14911.0,EIRE,297.0
499167,21465,PINK FLOWER CROCHET FOOD COVER,192,2010-02-25 09:32:00,2.95,16029.0,United Kingdom,566.4000000000001
499167,21468,BUTTERFLY CROCHET FOOD COVER,192,2010-02-25 09:32:00,2.95,16029.0,United Kingdom,566.4000000000001
499170,21042,RED SPOTTY APRON ,60,2010-02-25 09:40:00,4.65,16118.0,United Kingdom,279.0
499176,22122,SET OF 2 FANCY FONT TEA TOWELS,160,2010-02-25 10:20:00,2.55,16684.0,United Kingdom,408.0
499176,21166,COOK WITH WINE METAL SIGN ,336,2010-02-25 10:20:00,1.69,16684.0,United Kingdom,567.84
499176,21523,DOOR MAT FANCY FONT HOME SWEET HOME,60,2010-02-25 10:20:00,6.35,16684.0,United Kingdom,381.0
499176,21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,144,2010-02-25 10:20:00,2.55,16684.0,United Kingdom,367.2
499176,82600,NO SINGING METAL SIGN,240,2010-02-25 10:20:00,1.69,16684.0,United Kingdom,405.59999999999997
499176,85178,VICTORIAN SEWING KIT,432,2010-02-25 10:20:00,0.85,16684.0,United Kingdom,367.2
499176,21929,JUMBO BAG PINK VINTAGE PAISLEY,200,2010-02-25 10:20:00,1.65,16684.0,United Kingdom,330.0
499176,15056N,EDWARDIAN PARASOL NATURAL,120,2010-02-25 10:20:00,4.95,16684.0,United Kingdom,594.0
499176,15056BL,EDWARDIAN PARASOL BLACK,120,2010-02-25 10:20:00,4.95,16684.0,United Kingdom,594.0
499297,21911,GARDEN METAL SIGN ,288,2010-02-25 20:16:00,1.0,18102.0,United Kingdom,288.0
499297,21165,BEWARE OF THE CAT METAL SIGN ,336,2010-02-25 20:16:00,1.0,18102.0,United Kingdom,336.0
499297,21174,POTTERING IN THE SHED METAL SIGN,336,2010-02-25 20:16:00,1.4,18102.0,United Kingdom,470.4
499297,21164,HOME SWEET HOME METAL SIGN ,216,2010-02-25 20:16:00,2.0,18102.0,United Kingdom,432.0
499297,21545,CERAMIC BIRDHOUSE BUTTERFLY SMALL,144,2010-02-25 20:16:00,2.0,18102.0,United Kingdom,288.0
499297,21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,144,2010-02-25 20:16:00,2.0,18102.0,United Kingdom,288.0
499297,21549,CERAMIC BIRDHOUSE RED ROOF SMALL,144,2010-02-25 20:16:00,2.0,18102.0,United Kingdom,288.0
499297,21548,CERAMIC BIRDHOUSE FINCH BLUE ROOF,144,2010-02-25 20:16:00,2.0,18102.0,United Kingdom,288.0
499297,21745,GAOLERS KEYS DECORATIVE GARDEN ,200,2010-02-25 20:16:00,2.5,18102.0,United Kingdom,500.0
499297,84792,ENCHANTED BIRD COATHANGER 5 HOOK,120,2010-02-25 20:16:00,2.8,18102.0,United Kingdom,336.0
499297,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,128,2010-02-25 20:16:00,2.0,18102.0,United Kingdom,256.0
499297,21910,WAY OUT METAL SIGN ,288,2010-02-25 20:16:00,1.0,18102.0,United Kingdom,288.0
499298,48184,DOOR MAT ENGLISH ROSE ,120,2010-02-25 20:18:00,4.58,18102.0,United Kingdom,549.6
499298,20685,DOOR MAT RED SPOT,100,2010-02-25 20:18:00,4.58,18102.0,United Kingdom,458.0
499298,48187,DOOR MAT NEW ENGLAND,120,2010-02-25 20:18:00,4.58,18102.0,United Kingdom,549.6
499298,48185,DOOR MAT FAIRY CAKE,120,2010-02-25 20:18:00,4.58,18102.0,United Kingdom,549.6
499298,48116,DOOR MAT MULTICOLOUR STRIPE,120,2010-02-25 20:18:00,4.58,18102.0,United Kingdom,549.6
499298,21524,DOOR MAT SPOTTY HOME SWEET HOME,120,2010-02-25 20:18:00,4.58,18102.0,United Kingdom,549.6
499298,48194,DOOR MAT HEARTS,100,2010-02-25 20:18:00,4.58,18102.0,United Kingdom,458.0
499298,48111,DOOR MAT 3 SMILEY CATS,100,2010-02-25 20:18:00,4.58,18102.0,United Kingdom,458.0
499299,37482B,CUBIC MUG BLUE POLKA DOT,480,2010-02-25 20:19:00,0.85,18102.0,United Kingdom,408.0
499299,37479B,CUBIC MUG FLOCK BLUE ON BROWN,480,2010-02-25 20:19:00,0.85,18102.0,United Kingdom,408.0
499299,21877,HOME SWEET HOME MUG,480,2010-02-25 20:19:00,0.85,18102.0,United Kingdom,408.0
499299,21871,SAVE THE PLANET MUG,480,2010-02-25 20:19:00,0.85,18102.0,United Kingdom,408.0
499299,21872,GLAMOROUS  MUG,480,2010-02-25 20:19:00,0.85,18102.0,United Kingdom,408.0
499299,21875,KINGS CHOICE MUG,480,2010-02-25 20:19:00,0.85,18102.0,United Kingdom,408.0
499388,22385,JUMBO BAG SPACEBOY DESIGN,300,2010-02-26 12:43:00,1.65,14646.0,Netherlands,495.0
499455,22090,PAPER BUNTING RETRO SPOTS,120,2010-02-28 10:37:00,2.55,15477.0,United Kingdom,306.0
499486,21843,RETRO SPOT CAKE STAND,48,2010-02-28 13:42:00,9.95,15061.0,United Kingdom,477.59999999999997
499486,20685,DOOR MAT RED SPOT,40,2010-02-28 13:42:00,6.35,15061.0,United Kingdom,254.0
499504,20833,SHAKER THROW  QUILTED,24,2010-02-28 15:21:00,12.75,17848.0,United Kingdom,306.0
499523,21232,STRAWBERRY CERAMIC TRINKET BOX,288,2010-03-01 10:17:00,1.06,13694.0,United Kingdom,305.28000000000003
499534,85123A,WHITE HANGING HEART T-LIGHT HOLDER,100,2010-03-01 11:36:00,2.55,16013.0,United Kingdom,254.99999999999997
499619,21590,KINGS CHOICE CIGAR BOX MATCHES ,288,2010-03-01 12:47:00,1.06,17305.0,United Kingdom,305.28000000000003
499619,21586,KINGS CHOICE GIANT TUBE MATCHES,144,2010-03-01 12:47:00,2.1,17305.0,United Kingdom,302.40000000000003
499619,21625,VINTAGE UNION JACK APRON,100,2010-03-01 12:47:00,5.95,17305.0,United Kingdom,595.0
499685,21124,SET/10 BLUE SPOTTY PARTY CANDLES,288,2010-03-02 10:04:00,1.06,14646.0,Netherlands,305.28000000000003
499878,79323LP,LIGHT PINK CHERRY LIGHTS,48,2010-03-03 09:59:00,5.45,14156.0,EIRE,261.6
499878,79323GR,GREEN CHERRY LIGHTS,48,2010-03-03 09:59:00,5.45,14156.0,EIRE,261.6
499878,79323P,PINK CHERRY LIGHTS,48,2010-03-03 09:59:00,5.45,14156.0,EIRE,261.6
499878,21523,DOOR MAT FANCY FONT HOME SWEET HOME,40,2010-03-03 09:59:00,6.35,14156.0,EIRE,254.0
499878,20685,DOOR MAT RED SPOT,40,2010-03-03 09:59:00,6.35,14156.0,EIRE,254.0
499878,82552,WASHROOM METAL SIGN,288,2010-03-03 09:59:00,1.06,14156.0,EIRE,305.28000000000003
499878,21903,MAN FLU METAL SIGN,288,2010-03-03 09:59:00,1.85,14156.0,EIRE,532.8000000000001
499878,21164,HOME SWEET HOME METAL SIGN ,288,2010-03-03 09:59:00,2.55,14156.0,EIRE,734.4
499878,21908,CHOCOLATE THIS WAY METAL SIGN,288,2010-03-03 09:59:00,1.85,14156.0,EIRE,532.8000000000001
499878,21169,YOU'RE CONFUSING ME METAL SIGN ,288,2010-03-03 09:59:00,1.45,14156.0,EIRE,417.59999999999997
499878,21166,COOK WITH WINE METAL SIGN ,288,2010-03-03 09:59:00,1.69,14156.0,EIRE,486.71999999999997
499878,21181,PLEASE ONE PERSON METAL SIGN,288,2010-03-03 09:59:00,1.85,14156.0,EIRE,532.8000000000001
500064,72741,GRAND CHOCOLATECANDLE,216,2010-03-04 11:42:00,1.25,17663.0,United Kingdom,270.0
500072,21761,WOOD AND GLASS MEDICINE CABINET,15,2010-03-04 11:44:00,26.95,15538.0,United Kingdom,404.25
500113,M,Manual,1,2010-03-04 12:50:00,308.74,13097.0,United Kingdom,308.74
500135,21769,VINTAGE POST OFFICE CABINET,4,2010-03-04 15:44:00,69.95,16096.0,United Kingdom,279.8
500173,21175,GIN + TONIC DIET METAL SIGN,480,2010-03-05 10:13:00,1.49,18102.0,United Kingdom,715.2
500173,21908,CHOCOLATE THIS WAY METAL SIGN,480,2010-03-05 10:13:00,1.49,18102.0,United Kingdom,715.2
500173,22413,METAL SIGN TAKE IT OR LEAVE IT ,288,2010-03-05 10:13:00,1.49,18102.0,United Kingdom,429.12
500173,22115,METAL SIGN EMPIRE TEA,288,2010-03-05 10:13:00,1.49,18102.0,United Kingdom,429.12
500173,21903,MAN FLU METAL SIGN,288,2010-03-05 10:13:00,1.4,18102.0,United Kingdom,403.2
500173,21181,PLEASE ONE PERSON METAL SIGN,288,2010-03-05 10:13:00,1.49,18102.0,United Kingdom,429.12
500173,21174,POTTERING IN THE SHED METAL SIGN,288,2010-03-05 10:13:00,1.4,18102.0,United Kingdom,403.2
500173,21905,MORE BUTTER METAL SIGN ,288,2010-03-05 10:13:00,1.49,18102.0,United Kingdom,429.12
500173,85152,HAND OVER THE CHOCOLATE   SIGN ,288,2010-03-05 10:13:00,1.4,18102.0,United Kingdom,403.2
500173,22188,BLACK HEART CARD HOLDER,216,2010-03-05 10:13:00,2.3,18102.0,United Kingdom,496.79999999999995
500173,21166,COOK WITH WINE METAL SIGN ,480,2010-03-05 10:13:00,1.4,18102.0,United Kingdom,672.0
500232,20711,JUMBO BAG TOYS ,200,2010-03-05 11:22:00,1.65,15769.0,United Kingdom,330.0
500232,20713,JUMBO BAG OWLS,200,2010-03-05 11:22:00,1.65,15769.0,United Kingdom,330.0
500232,85099F,JUMBO BAG STRAWBERRY,300,2010-03-05 11:22:00,1.65,15769.0,United Kingdom,495.0
500232,21929,JUMBO BAG PINK VINTAGE PAISLEY,200,2010-03-05 11:22:00,1.65,15769.0,United Kingdom,330.0
500232,85099B,JUMBO BAG RED WHITE SPOTTY ,400,2010-03-05 11:22:00,1.65,15769.0,United Kingdom,660.0
500232,85099C,JUMBO  BAG BAROQUE BLACK WHITE,200,2010-03-05 11:22:00,1.65,15769.0,United Kingdom,330.0
500235,48138,DOOR MAT UNION FLAG,50,2010-03-05 11:55:00,6.35,12823.0,United Kingdom,317.5
500282,15056N,EDWARDIAN PARASOL NATURAL,120,2010-03-05 14:56:00,4.95,15929.0,United Kingdom,594.0
500389,22061,LARGE CAKE STAND  HANGING STRAWBERY,48,2010-03-08 11:26:00,8.5,16029.0,United Kingdom,408.0
500389,85099B,JUMBO BAG RED WHITE SPOTTY ,200,2010-03-08 11:26:00,1.65,16029.0,United Kingdom,330.0
500400,22274,FELTCRAFT DOLL EMILY,140,2010-03-08 11:32:00,2.55,16754.0,United Kingdom,357.0
500400,21624,VINTAGE UNION JACK DOORSTOP,70,2010-03-08 11:32:00,4.95,16754.0,United Kingdom,346.5
500400,21116,OWL DOORSTOP,70,2010-03-08 11:32:00,4.25,16754.0,United Kingdom,297.5
500400,21411,GINGHAM HEART  DOORSTOP RED,70,2010-03-08 11:32:00,3.75,16754.0,United Kingdom,262.5
500400,21408,SPOTTY PINK DUCK DOORSTOP,70,2010-03-08 11:32:00,3.75,16754.0,United Kingdom,262.5
500400,22149,FELTCRAFT 6 FLOWER FRIENDS,140,2010-03-08 11:32:00,1.85,16754.0,United Kingdom,259.0
500450,15056N,EDWARDIAN PARASOL NATURAL,60,2010-03-08 12:10:00,4.95,16013.0,United Kingdom,297.0
500454,20914,SET/5 RED SPOTTY LID GLASS BOWLS,400,2010-03-08 12:18:00,2.55,15538.0,United Kingdom,1019.9999999999999
500533,84467,ENGLISH ROSE DESIGN QUILTED THROW,24,2010-03-08 14:23:00,12.75,13473.0,United Kingdom,306.0
500655,21181,PLEASE ONE PERSON METAL SIGN,144,2010-03-09 11:13:00,1.85,16525.0,United Kingdom,266.40000000000003
500873,85099B,JUMBO BAG RED WHITE SPOTTY ,200,2010-03-10 13:34:00,1.65,17029.0,United Kingdom,330.0
500903,16243B,BROWN COZY SQUARE PHOTO ALBUM,205,2010-03-11 10:13:00,1.95,18251.0,United Kingdom,399.75
500903,16244B,MAXWELL 2 TONE BLUE 60 PAGE PHOTO A,247,2010-03-11 10:13:00,1.95,18251.0,United Kingdom,481.65
500903,78124,MAGAZINE RACK GEBRA ASSORTED ,288,2010-03-11 10:13:00,1.25,18251.0,United Kingdom,360.0
500903,21988,PACK OF 6 SKULL PAPER PLATES,480,2010-03-11 10:13:00,0.64,18251.0,United Kingdom,307.2
500903,21989,PACK OF 20 SKULL PAPER NAPKINS,480,2010-03-11 10:13:00,0.64,18251.0,United Kingdom,307.2
500903,21080,SET/20 RED SPOTTY PAPER NAPKINS ,480,2010-03-11 10:13:00,0.64,18251.0,United Kingdom,307.2
500971,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,96,2010-03-11 12:55:00,4.25,12931.0,United Kingdom,408.0
