Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,churn,frequency_decay,recency_cliff,segment,dbscan_cluster,gmm_segment,segment_probability
13382.0,64,71,1164.59,3,4,4,344,0,1.0923076923076922,1,2,0,0,0.9913298607767077
13383.0,179,1,305.28000000000003,1,1,2,112,1,0.0055555555555555,1,1,0,2,0.9969754917722425
13384.0,26,116,2512.81,4,4,5,445,0,4.296296296296297,0,2,0,5,0.9568559886319723
13386.0,50,31,835.46,3,2,3,323,0,0.6078431372549019,0,2,0,0,0.9190707007399291
13387.0,53,73,189.44,3,4,1,341,0,1.351851851851852,0,2,0,0,0.9110291974321603
13388.0,239,34,508.55,1,3,3,133,1,0.1416666666666666,1,1,0,2,0.999032863763508
13392.0,313,8,91.14,1,1,1,111,1,0.0254777070063694,1,1,0,2,0.9997197963924623
13393.0,219,73,1105.85,1,4,4,144,1,0.3318181818181818,1,1,0,1,0.6410798499830984
13394.0,15,259,4011.08,5,5,5,555,0,16.1875,0,0,0,5,0.9712318226563094
13395.0,36,60,872.51,3,3,3,333,0,1.6216216216216215,0,2,0,0,0.9412827448911975
13397.0,73,54,1554.93,2,3,4,234,0,0.7297297297297297,1,2,0,0,0.9895890087450683
13398.0,84,13,213.0,2,1,1,211,0,0.1529411764705882,1,2,0,2,0.8864724382711942
13399.0,100,15,275.4,2,2,2,222,1,0.1485148514851485,1,2,0,2,0.9509875092449038
13400.0,210,24,300.93,1,2,2,122,1,0.1137440758293838,1,1,0,2,0.9992827230776081
13401.0,260,1,-1834.14,1,1,1,111,1,0.003831417624521,1,1,0,1,0.9999999999999991
13402.0,8,57,913.9,5,3,3,533,0,6.333333333333333,0,2,0,0,0.916074455142354
13403.0,23,6,154.5,4,1,1,411,0,0.25,0,2,0,2,0.5968682666379723
13405.0,109,19,624.11,2,2,3,223,1,0.1727272727272727,1,2,0,2,0.8216587828189856
13406.0,63,10,557.22,3,1,3,313,0,0.15625,1,2,0,0,0.6901379250070823
13407.0,214,92,2111.89,1,4,5,145,1,0.427906976744186,1,1,0,1,0.999880605617223
13408.0,7,373,23365.442,5,5,5,555,0,46.625,0,0,0,4,0.9991170149379457
13409.0,260,1,-525.65,1,1,1,111,1,0.003831417624521,1,1,0,1,0.544047853659317
13410.0,29,23,1183.6,4,2,4,424,0,0.7666666666666667,0,2,0,0,0.832043636992517
13412.0,256,34,487.35,1,3,3,133,1,0.1322957198443579,1,1,0,2,0.9992369187144747
13413.0,275,45,345.8,1,3,2,132,1,0.1630434782608695,1,1,0,2,0.9973809054726521
13414.0,99,33,1091.74,2,3,4,234,1,0.33,1,2,0,0,0.9860301657186527
13415.0,108,116,681.92,2,4,3,243,1,1.0642201834862386,1,2,0,0,0.5970816889642441
13416.0,372,7,228.3,1,1,1,111,1,0.0187667560321715,1,1,0,2,0.9999175454649472
13417.0,183,54,953.06,1,3,4,134,1,0.2934782608695652,1,1,0,2,0.9319678324591435
13418.0,8,261,6070.72,5,5,5,555,0,29.0,0,0,0,5,0.5979295007437304
13421.0,42,170,2239.84,3,5,5,355,0,3.953488372093023,0,2,0,5,0.9745026394872605
13423.0,64,12,217.03,3,1,1,311,0,0.1846153846153846,1,2,0,2,0.7638086867316592
13424.0,80,41,557.92,2,3,3,233,0,0.5061728395061729,1,2,0,2,0.5439782124362808
13425.0,144,103,1751.72,2,4,4,244,1,0.7103448275862069,1,2,0,0,0.5328289183208035
13426.0,18,186,4526.06,4,5,5,455,0,9.789473684210526,0,2,0,5,0.971889378269574
13427.0,113,23,423.93,2,2,2,222,1,0.2017543859649122,1,2,0,2,0.9693062997809159
13428.0,150,70,281.51,2,4,2,242,1,0.4635761589403973,1,1,0,1,0.7785277798830786
13431.0,42,84,2020.14,3,4,4,344,0,1.9534883720930232,0,2,0,0,0.588515092977963
13432.0,207,111,439.1,1,4,2,142,1,0.5336538461538461,1,1,0,1,0.9999923361558156
13433.0,73,25,656.87,2,2,3,223,0,0.3378378378378378,1,2,0,0,0.5868037485566782
13434.0,21,25,1132.62,4,2,4,424,0,1.1363636363636365,0,2,0,0,0.8491468605208712
13435.0,12,51,665.34,5,3,3,533,0,3.923076923076923,0,2,0,0,0.8438999518260952
13438.0,183,1,46.5,1,1,1,111,1,0.0054347826086956,1,1,0,2,0.9983365963194679
13439.0,24,113,702.9,4,4,3,443,0,4.52,0,2,0,5,0.7235664875344676
13440.0,59,70,1213.95,3,4,4,344,0,1.1666666666666667,0,2,0,0,0.9864275073713639
13441.0,67,25,424.26,3,2,2,322,0,0.3676470588235294,1,2,0,2,0.6993174450455479
13442.0,303,38,419.87,1,3,2,132,1,0.125,1,1,0,2,0.9995422880815373
13443.0,84,205,1247.71,2,5,4,254,0,2.411764705882353,1,2,0,1,0.9329532992553448
13444.0,10,58,631.6800000000001,5,3,3,533,0,5.2727272727272725,0,2,0,0,0.9029062892999221
13445.0,262,7,241.9,1,1,2,112,1,0.026615969581749,1,1,0,2,0.9992994670174425
13446.0,56,214,3608.86,3,5,5,355,0,3.754385964912281,0,2,0,5,0.8188064136000893
13448.0,9,365,4982.08,5,5,5,555,0,36.5,0,0,0,5,0.6288731539105967
13450.0,10,77,2073.82,5,4,5,545,0,7.0,0,2,0,5,0.7681420261254516
13451.0,17,600,4203.52,4,5,5,455,0,33.333333333333336,0,0,0,1,0.9282274478174771
13452.0,108,1,139.8,2,1,1,211,1,0.0091743119266055,1,2,0,2,0.9685682402944171
13453.0,29,25,402.01,4,2,2,422,0,0.8333333333333334,0,2,0,2,0.5411777754767945
13454.0,277,23,219.87,1,2,1,121,1,0.0827338129496402,1,1,0,2,0.999593367637146
13455.0,2,111,1766.47,5,4,4,544,0,37.0,0,2,0,5,0.5922057847510337
13457.0,324,11,143.27,1,1,1,111,1,0.0338461538461538,1,1,0,2,0.999814931360374
13458.0,15,103,2312.7,5,4,5,545,0,6.4375,0,2,0,5,0.9077121696231333
13459.0,260,73,1160.41,1,4,4,144,1,0.2796934865900383,1,1,0,1,0.6989248669971515
13461.0,36,39,2693.5,3,3,5,335,0,1.054054054054054,0,2,0,5,0.9880583138528508
13462.0,46,62,1002.35,3,4,4,344,0,1.319148936170213,0,2,0,0,0.9671296762886848
13463.0,56,1,-158.65,3,1,1,311,0,0.0175438596491228,0,2,0,0,0.6026710404740717
13464.0,30,111,2409.21,4,4,5,445,0,3.5806451612903225,0,2,0,5,0.9114645887872412
13465.0,82,34,931.12,2,3,3,233,0,0.4096385542168674,1,2,0,0,0.9491537240569977
13466.0,32,41,654.3,4,3,3,433,0,1.2424242424242424,0,2,0,0,0.752369342581569
13468.0,4,444,7434.86,5,5,5,555,0,88.8,0,0,0,1,0.9069925863964976
13469.0,289,6,82.4,1,1,1,111,1,0.0206896551724137,1,1,0,2,0.9995259015948662
13472.0,99,28,592.24,2,2,3,223,1,0.28,1,2,0,2,0.8256943895138856
13473.0,210,50,1993.44,1,3,4,134,1,0.2369668246445497,1,1,0,1,0.9999380611774592
13474.0,79,66,434.2,2,4,2,242,0,0.825,1,2,0,0,0.9880432366813876
13476.0,42,48,823.0,3,3,3,333,0,1.1162790697674418,0,2,0,0,0.9068183748387002
13477.0,91,79,1379.59,2,4,4,244,1,0.8586956521739131,1,2,0,0,0.9944184592586854
13478.0,105,131,2068.03,2,5,5,255,1,1.2358490566037736,1,2,0,0,0.7837092437171355
13479.0,85,42,517.5,2,3,3,233,0,0.4883720930232558,1,2,0,2,0.5916435843524044
13480.0,52,41,627.82,3,3,3,333,0,0.7735849056603774,0,2,0,0,0.7106325283030909
13481.0,4,116,2022.03,5,4,4,544,0,23.2,0,2,0,5,0.7954243188265002
13482.0,263,9,151.45,1,1,1,111,1,0.034090909090909,1,1,0,2,0.9994517894414686
13484.0,19,32,453.52,4,3,2,432,0,1.6,0,2,0,0,0.525754813470694
13485.0,12,139,2503.68,5,5,5,555,0,10.692307692307692,0,2,0,5,0.9820047047018607
13487.0,141,15,271.47,2,2,2,222,1,0.1056338028169014,1,2,0,2,0.9978145419746233
13488.0,3,304,6603.12,5,5,5,555,0,76.0,0,0,0,1,0.7261275280722894
13490.0,290,8,154.25,1,1,1,111,1,0.0274914089347079,1,1,0,2,0.9996096010843151
13491.0,8,182,3350.74,5,5,5,555,0,20.22222222222222,0,2,0,5,0.9909043190843986
13495.0,2,107,3256.49,5,4,5,545,0,35.666666666666664,0,2,0,5,0.9912290210921507
13497.0,4,49,945.28,5,3,4,534,0,9.8,0,2,0,0,0.9136578030318628
13498.0,366,17,327.38,1,2,2,122,1,0.0463215258855585,1,1,0,2,0.9999352555498527
13500.0,37,20,299.53,3,2,2,322,0,0.5263157894736842,0,2,0,2,0.6026740216131174
13501.0,122,63,1529.79,2,4,4,244,1,0.5121951219512195,1,2,0,0,0.9406268581729819
13502.0,46,16,482.6,3,2,3,323,0,0.3404255319148936,0,2,0,0,0.5049770936815202
13503.0,115,193,1576.69,2,5,4,254,1,1.6637931034482758,1,2,0,1,0.9994685485576847
13506.0,5,74,1156.83,5,4,4,544,0,12.333333333333334,0,2,0,0,0.8942837789157675
13508.0,278,16,176.07999999999998,1,2,1,121,1,0.057347670250896,1,1,0,2,0.9996209718496548
13509.0,143,5,135.0,2,1,1,211,1,0.0347222222222222,1,2,0,2,0.9978517180614214
13510.0,11,185,2703.23,5,5,5,555,0,15.416666666666666,0,2,0,5,0.993642793534852
13511.0,119,6,244.61,2,1,2,212,1,0.05,1,2,0,2,0.9858320569968934
13512.0,23,24,462.18,4,2,2,422,0,1.0,0,2,0,2,0.5176833765632517
13513.0,77,32,591.89,2,3,3,233,0,0.4102564102564102,1,2,0,2,0.5975743102924513
13514.0,64,17,663.7,3,2,3,323,0,0.2615384615384615,1,2,0,0,0.7815067127098233
13515.0,85,17,374.7,2,2,2,222,0,0.1976744186046511,1,2,0,2,0.8624118387870986
13516.0,53,17,295.85,3,2,2,322,0,0.3148148148148148,0,2,0,2,0.6844420891425556
13519.0,78,11,220.46,2,1,1,211,0,0.1392405063291139,1,2,0,2,0.8529761138937973
13520.0,7,117,3192.9,5,4,5,545,0,14.625,0,2,0,5,0.99238957490037
13523.0,2,59,1136.64,5,3,4,534,0,19.666666666666668,0,2,0,0,0.9220705511626626
13526.0,374,54,942.6,1,3,4,134,1,0.144,1,1,0,2,0.9956401278904664
13527.0,54,235,2386.28,3,5,5,355,0,4.2727272727272725,0,0,0,5,0.8947145436895864
13528.0,318,1,-40.0,1,1,1,111,1,0.0031347962382445,1,1,0,2,0.9994830576463769
13530.0,270,18,402.98,1,2,2,122,1,0.066420664206642,1,1,0,2,0.9994509399878794
13531.0,2,68,1254.72,5,4,4,544,0,22.666666666666668,0,2,0,0,0.8958407379653586
13534.0,10,119,1711.42,5,4,4,544,0,10.818181818181818,0,2,0,5,0.6854838534475733
13535.0,38,1,89.5,3,1,1,311,0,0.0256410256410256,0,2,0,2,0.5796142067544638
13537.0,61,42,717.85,3,3,3,333,0,0.6774193548387096,1,2,0,0,0.7703152387494387
13538.0,32,119,1831.88,4,4,4,444,0,3.606060606060606,0,2,0,5,0.6046037853319168
13539.0,56,50,925.42,3,3,3,333,0,0.8771929824561403,0,2,0,0,0.9574848009302099
13540.0,103,32,632.39,2,3,3,233,1,0.3076923076923077,1,2,0,2,0.8204547965554367
13541.0,59,12,717.9,3,1,3,313,0,0.2,0,2,0,0,0.930384335609611
13542.0,12,340,3970.77,5,5,5,555,0,26.15384615384616,0,0,0,5,0.8913168085345912
13543.0,270,47,1439.61,1,3,4,134,1,0.1734317343173431,1,1,0,1,0.9997609569041475
13544.0,47,172,529.09,3,5,3,353,0,3.583333333333333,0,2,0,5,0.9624927614007697
13545.0,26,59,347.35,4,3,2,432,0,2.185185185185185,0,2,0,0,0.9154481206478321
13546.0,18,55,465.15,4,3,2,432,0,2.894736842105264,0,2,0,0,0.9065829475268148
13547.0,44,47,175.53,3,3,1,331,0,1.0444444444444445,0,2,0,0,0.9460380252516686
13548.0,107,63,226.58,2,4,1,241,1,0.5833333333333334,1,2,0,0,0.9455864267565232
13549.0,23,8,87.6,4,1,1,411,0,0.3333333333333333,0,2,0,2,0.5570393223801606
13550.0,19,44,349.51,4,3,2,432,0,2.2,0,2,0,0,0.8331108559204692
13551.0,302,1,152.39999999999998,1,1,1,111,1,0.0033003300330033,1,1,0,2,0.99943532572223
13552.0,45,106,3079.1,3,4,5,345,0,2.3043478260869565,0,2,0,5,0.973649596643134
13553.0,310,94,517.8,1,4,3,143,1,0.3022508038585209,1,1,0,1,0.9996457360313967
13554.0,16,211,1556.39,4,5,4,454,0,12.411764705882351,0,2,0,5,0.9927638586305206
13555.0,14,277,4757.06,5,5,5,555,0,18.466666666666665,0,0,0,5,0.920499422513765
13556.0,65,9,200.82,3,1,1,311,0,0.1363636363636363,1,2,0,2,0.76929140418701
13557.0,30,149,2396.02,4,5,5,455,0,4.806451612903226,0,2,0,5,0.9729653926200414
13559.0,148,2,990.0,2,1,4,214,1,0.0134228187919463,1,1,0,1,0.7891385847224026
13561.0,33,219,1678.86,4,5,4,454,0,6.441176470588236,0,2,0,5,0.9866861918808155
13562.0,37,114,3038.85,3,4,5,345,0,3.0,0,2,0,5,0.9860826345530674
13564.0,4,1233,15138.98,5,5,5,555,0,246.6,0,3,-1,4,0.999999428543516
13565.0,47,22,174.57999999999998,3,2,1,321,0,0.4583333333333333,0,2,0,2,0.533270344151771
13566.0,70,198,833.41,3,5,3,353,0,2.788732394366197,1,2,0,1,0.5057424357079405
13567.0,64,204,1078.59,3,5,4,354,0,3.1384615384615384,1,2,0,5,0.7299432487846292
13569.0,3,129,520.03,5,5,3,553,0,32.25,0,2,0,5,0.9678755452327904
13571.0,18,335,2454.2200000000003,4,5,5,455,0,17.63157894736842,0,0,0,5,0.9378684286133867
13573.0,15,63,622.07,5,4,3,543,0,3.9375,0,2,0,0,0.9154130824915501
13574.0,47,103,421.25,3,4,2,342,0,2.145833333333333,0,2,0,0,0.5141736587162589
13576.0,9,160,4812.85,5,5,5,555,0,16.0,0,2,0,5,0.9575364068404913
13577.0,18,89,1688.32,4,4,4,444,0,4.684210526315789,0,2,0,0,0.6389696985645494
13578.0,45,9,147.66,3,1,1,311,0,0.1956521739130435,0,2,0,2,0.6455583220570684
13579.0,5,69,1068.8,5,4,4,544,0,11.5,0,2,0,0,0.9137373143372178
13580.0,42,5,107.75,3,1,1,311,0,0.1162790697674418,0,2,0,2,0.6169612084554733
13581.0,50,23,162.53,3,2,1,321,0,0.4509803921568627,0,2,0,2,0.5133239699741112
13582.0,25,11,241.68,4,1,2,412,0,0.4230769230769231,0,2,0,2,0.61509204212158
13583.0,315,43,664.001,1,3,3,133,1,0.1360759493670886,1,1,0,2,0.9990947968915306
13584.0,134,64,204.75,2,4,1,241,1,0.4740740740740741,1,2,0,0,0.5759431522766432
13585.0,166,40,674.46,2,3,3,233,1,0.2395209580838323,1,1,0,2,0.9956392107686315
13586.0,177,21,131.53,2,2,1,221,1,0.1179775280898876,1,1,0,2,0.9986196206348228
13587.0,85,22,961.1,2,2,4,224,0,0.2558139534883721,1,2,0,0,0.986836408513075
13589.0,85,31,741.09,2,2,3,223,0,0.3604651162790697,1,2,0,0,0.6174693158812486
13590.0,11,326,4322.17,5,5,5,555,0,27.166666666666668,0,0,0,5,0.8906040764838218
13591.0,71,44,964.06,2,3,4,234,0,0.6111111111111112,1,2,0,0,0.965290635581675
13593.0,23,283,3484.93,4,5,5,455,0,11.791666666666666,0,0,0,5,0.968265592174176
13594.0,121,9,111.45000000000002,2,1,1,211,1,0.0737704918032786,1,2,0,2,0.9897602410431144
13595.0,152,152,818.22,2,5,3,253,1,0.9934640522875816,1,1,0,1,0.9996027576573407
13597.0,24,19,372.21,4,2,2,422,0,0.76,0,2,0,2,0.5828149327237888
13598.0,131,59,609.42,2,3,3,233,1,0.4469696969696969,1,2,0,2,0.7603004723590825
13599.0,2,178,4759.74,5,5,5,555,0,59.333333333333336,0,2,0,5,0.9552540272912857
13600.0,270,22,298.9,1,2,2,122,1,0.081180811808118,1,1,0,2,0.9996176811877727
13601.0,28,96,491.82,4,4,3,443,0,3.310344827586207,0,2,0,0,0.5413208058476178
13602.0,17,35,596.28,4,3,3,433,0,1.9444444444444444,0,2,0,0,0.6264925683605767
13604.0,288,23,713.39,1,2,3,123,1,0.0795847750865051,1,1,0,2,0.9939981257694332
13605.0,23,53,522.67,4,3,3,433,0,2.208333333333333,0,2,0,0,0.8866898311728121
13607.0,28,25,382.6,4,2,2,422,0,0.8620689655172413,0,2,0,2,0.544556202765014
13608.0,176,36,236.2,2,3,2,232,1,0.2033898305084746,1,1,0,2,0.9963618502496919
13609.0,229,7,167.35,1,1,1,111,1,0.0304347826086956,1,1,0,2,0.9991583721328018
13610.0,23,191,1028.7,4,5,4,454,0,7.958333333333333,0,2,0,5,0.9924479528244807
13611.0,10,160,2122.83,5,5,5,555,0,14.545454545454543,0,2,0,5,0.9869349672193715
13612.0,154,52,777.79,2,3,3,233,1,0.3354838709677419,1,1,0,2,0.9707134711372093
13613.0,88,59,1039.85,2,3,4,234,0,0.6629213483146067,1,2,0,0,0.979612855653678
13614.0,29,70,748.73,4,4,3,443,0,2.333333333333333,0,2,0,0,0.9236238487429401
13615.0,30,352,5812.24,4,5,5,455,0,11.35483870967742,0,0,0,1,0.7120879591615628
13616.0,204,37,288.1,1,3,2,132,1,0.1804878048780487,1,1,0,2,0.9975465365545814
13617.0,44,64,719.62,3,4,3,343,0,1.4222222222222225,0,2,0,0,0.9545990762656855
13619.0,180,49,231.69,1,3,2,132,1,0.2707182320441988,1,1,0,2,0.9459287589898442
13620.0,164,5,112.34,2,1,1,211,1,0.0303030303030303,1,1,0,2,0.9987360641148502
13622.0,324,34,651.45,1,3,3,133,1,0.1046153846153846,1,1,0,2,0.9993514308033454
13623.0,16,217,1773.92,4,5,4,454,0,12.764705882352942,0,2,0,5,0.9925850787723101
13624.0,17,24,427.18,4,2,2,422,0,1.3333333333333333,0,2,0,2,0.5521867376641754
13625.0,232,21,301.26,1,2,2,122,1,0.0901287553648068,1,1,0,2,0.999421090244173
13626.0,10,27,432.26,5,2,2,522,0,2.4545454545454546,0,2,0,2,0.5520319711470099
13627.0,124,38,593.53,2,3,3,233,1,0.304,1,2,0,2,0.9578971430959238
13628.0,312,16,310.14,1,2,2,122,1,0.0511182108626198,1,1,0,2,0.9997815483998682
13629.0,49,28,5578.5,3,2,5,325,0,0.56,0,2,0,1,0.7752578394807421
13632.0,30,77,1517.68,4,4,4,444,0,2.4838709677419355,0,2,0,0,0.8305320338690815
13633.0,239,1,-306.66,1,1,1,111,1,0.0041666666666666,1,1,0,2,0.9753728053470985
13634.0,10,290,2944.39,5,5,5,555,0,26.363636363636363,0,0,0,5,0.9737566478247373
13635.0,73,105,1877.19,2,4,4,244,0,1.4189189189189189,1,2,0,0,0.9716109377286473
13639.0,72,19,312.93,2,2,2,222,0,0.2602739726027397,1,2,0,2,0.7954254982289931
13640.0,247,4,405.0,1,1,2,112,1,0.0161290322580645,1,1,0,2,0.9964757356507509
13641.0,276,50,921.82,1,3,3,133,1,0.1805054151624548,1,1,0,2,0.9776133390158156
13642.0,68,49,147.17,3,3,1,331,0,0.7101449275362319,1,2,0,0,0.9761089396863619
13643.0,16,79,1592.73,4,4,4,444,0,4.647058823529412,0,2,0,0,0.7294797634921074
13646.0,35,59,323.3,4,3,2,432,0,1.6388888888888888,0,2,0,0,0.9295356852048808
13647.0,130,61,1393.56,2,3,4,234,1,0.465648854961832,1,2,0,0,0.9154784450682064
13648.0,36,113,1679.01,3,4,4,344,0,3.054054054054054,0,2,0,0,0.5923824654423603
13649.0,2,103,1332.28,5,4,4,544,0,34.333333333333336,0,2,0,0,0.674036429102125
13650.0,10,86,1289.16,5,4,4,544,0,7.818181818181818,0,2,0,0,0.817612138048029
13651.0,17,9,114.75,4,1,1,411,0,0.5,0,2,0,2,0.5801238763451914
13652.0,4,96,1475.77,5,4,4,544,0,19.2,0,2,0,0,0.706051573651716
13653.0,123,9,152.2,2,1,1,211,1,0.0725806451612903,1,2,0,2,0.9916404735724803
13654.0,16,163,3600.67,4,5,5,455,0,9.588235294117649,0,2,0,5,0.990967143653084
13655.0,10,67,1326.33,5,4,4,544,0,6.090909090909091,0,2,0,0,0.8651772425607331
13656.0,94,41,673.7,2,3,3,233,1,0.431578947368421,1,2,0,2,0.6100923996517537
13658.0,19,133,3350.6,4,5,5,455,0,6.65,0,2,0,5,0.9930212256346216
13659.0,52,181,3165.78,3,5,5,355,0,3.4150943396226414,0,2,0,5,0.932836882111255
13660.0,31,42,303.69,4,3,2,432,0,1.3125,0,2,0,0,0.8352622717382969
13661.0,239,17,325.24,1,2,2,122,1,0.0708333333333333,1,1,0,2,0.9994037526078087
13662.0,21,90,1304.05,4,4,4,444,0,4.090909090909091,0,2,0,0,0.8008950590656838
13663.0,16,88,1824.14,4,4,4,444,0,5.176470588235294,0,2,0,0,0.5210952171075982
13664.0,318,1,-13.14,1,1,1,111,1,0.0031347962382445,1,1,0,2,0.9995367072036176
13665.0,22,106,1711.66,4,4,4,444,0,4.608695652173913,0,2,0,0,0.515767988853757
13666.0,56,7,43.25,3,1,1,311,0,0.1228070175438596,0,2,0,2,0.6475379096704243
13668.0,18,311,6533.07,4,5,5,455,0,16.36842105263158,0,0,0,1,0.7500661238784779
13669.0,43,5,195.0,3,1,1,311,0,0.1136363636363636,0,2,0,2,0.6297191487359787
13671.0,30,76,194.95,4,4,1,441,0,2.4516129032258065,0,2,0,0,0.7194997640404641
13672.0,366,12,233.53000000000003,1,1,2,112,1,0.0326975476839237,1,1,0,2,0.99993360686706
13674.0,65,16,215.88,3,2,1,321,0,0.2424242424242424,1,2,0,2,0.7570320648799596
13676.0,175,15,153.15,2,2,1,221,1,0.0852272727272727,1,1,0,2,0.9990567428167935
13677.0,40,107,556.1899999999999,3,4,3,343,0,2.609756097560976,0,2,0,5,0.5545604188694978
13679.0,129,50,281.26,2,3,2,232,1,0.3846153846153846,1,2,0,2,0.7643869774830266
13680.0,107,457,7713.25,2,5,5,255,1,4.231481481481482,1,0,0,1,0.999999999453868
13683.0,93,10,258.6,2,1,2,212,1,0.1063829787234042,1,2,0,2,0.9244911823137917
13684.0,26,82,482.29,4,4,3,443,0,3.037037037037037,0,2,0,0,0.786447603065172
13686.0,16,26,337.04,4,2,2,422,0,1.5294117647058822,0,2,0,2,0.5395581813744008
13687.0,74,45,11880.84,2,3,5,235,0,0.6,1,2,0,1,0.9999999999999165
13688.0,271,5,375.5,1,1,2,112,1,0.0183823529411764,1,1,0,2,0.9981944568742331
13689.0,80,3,349.5,2,1,2,212,0,0.037037037037037,1,2,0,2,0.7261596934033802
13691.0,32,54,212.78,4,3,1,431,0,1.6363636363636365,0,2,0,0,0.9221408363842019
13692.0,36,44,1549.58,3,3,4,334,0,1.1891891891891893,0,2,0,0,0.774255002855747
13693.0,10,108,1980.32,5,4,4,544,0,9.818181818181818,0,2,0,5,0.7209455838315665
13694.0,9,973,128172.42,5,5,5,555,0,97.3,0,3,-1,4,1.0
13695.0,213,6,266.6,1,1,2,112,1,0.02803738317757,1,1,0,2,0.998767661058621
13696.0,57,25,2008.7,3,2,4,324,0,0.4310344827586206,0,2,0,5,0.7513362225484064
13698.0,232,40,465.53,1,3,2,132,1,0.1716738197424892,1,1,0,2,0.9985267307518045
13699.0,183,26,402.82,1,2,2,122,1,0.1413043478260869,1,1,0,2,0.9991431680788778
13700.0,53,50,321.09,3,3,2,332,0,0.925925925925926,0,2,0,0,0.9353865685057889
13701.0,73,10,159.55,2,1,1,211,0,0.1351351351351351,1,2,0,2,0.8190965174876859
13702.0,81,5,135.18,2,1,1,211,0,0.0609756097560975,1,2,0,2,0.8650852587513436
13703.0,49,72,8.881784197001252e-16,3,4,1,341,0,1.44,0,2,0,0,0.7866142917109175
13705.0,9,56,1323.47,5,3,4,534,0,5.6,0,2,0,0,0.8663556968212296
13706.0,262,18,300.38,1,2,2,122,1,0.0684410646387832,1,1,0,2,0.9995654014307469
13707.0,65,107,2559.45,3,4,5,345,0,1.621212121212121,1,2,0,0,0.45234505164097155
13709.0,82,72,1263.7,2,4,4,244,0,0.8674698795180723,1,2,0,0,0.9964226794995877
13710.0,59,7,329.04,3,1,2,312,0,0.1166666666666666,0,2,0,2,0.6480189031132434
13711.0,42,90,1380.55,3,4,4,344,0,2.0930232558139537,0,2,0,0,0.9003694136794879
13712.0,246,23,537.58,1,2,3,123,1,0.0931174089068826,1,1,0,2,0.9987353150804719
13713.0,44,82,743.26,3,4,3,343,0,1.8222222222222224,0,2,0,0,0.9316132643193015
13714.0,101,30,161.35,2,2,1,221,1,0.2941176470588235,1,2,0,2,0.8423136259271966
13715.0,8,432,7384.400000000001,5,5,5,555,0,48.0,0,0,0,1,0.9038887613786375
13717.0,88,24,315.79,2,2,2,222,0,0.2696629213483146,1,2,0,2,0.8764266206911114
13719.0,29,191,1773.57,4,5,4,454,0,6.366666666666666,0,2,0,5,0.9923348677179124
13721.0,31,14,217.4,4,1,1,411,0,0.4375,0,2,0,2,0.6113996875827872
13722.0,56,104,3260.0,3,4,5,345,0,1.824561403508772,0,2,0,5,0.9062517106518192
13723.0,28,53,1009.35,4,3,4,434,0,1.827586206896552,0,2,0,0,0.9330451303061609
13724.0,273,42,213.01,1,3,1,131,1,0.1532846715328467,1,1,0,2,0.9951965103413851
13727.0,247,65,733.82,1,4,3,143,1,0.2620967741935484,1,1,0,2,0.9535569427376649
13728.0,23,101,1839.03,4,4,4,444,0,4.208333333333333,0,2,0,5,0.5154401334983433
13729.0,71,44,676.4300000000001,2,3,3,233,0,0.6111111111111112,1,2,0,0,0.6916319512632143
13733.0,46,30,484.53,3,2,3,323,0,0.6382978723404256,0,2,0,2,0.4964770901197735
13734.0,144,30,3451.2900000000004,2,2,5,225,1,0.2068965517241379,1,2,0,1,0.9999999970951388
13735.0,12,475,6706.63,5,5,5,555,0,36.53846153846154,0,0,0,1,0.9210453776211882
13736.0,61,374,1991.01,3,5,4,354,0,6.032258064516129,1,0,0,1,0.8829228646435426
13738.0,32,92,440.93,4,4,2,442,0,2.787878787878788,0,2,0,0,0.6201996233672893
13739.0,163,3,75.3,2,1,1,211,1,0.0182926829268292,1,1,0,2,0.9985098050866785
13740.0,51,72,1247.02,3,4,4,344,0,1.3846153846153846,0,2,0,0,0.9713518305915784
13745.0,177,33,469.73,2,3,2,232,1,0.1853932584269663,1,1,0,2,0.998773288767397
13746.0,49,9,176.69,3,1,1,311,0,0.18,0,2,0,2,0.6729261840521845
13747.0,9,5,169.79999999999998,5,1,1,511,0,0.5,0,2,0,2,0.6240905679035451
13748.0,9,31,1320.1,5,2,4,524,0,3.1,0,2,0,0,0.7684987618422606
13749.0,337,2,-10.25,1,1,1,111,1,0.0059171597633136,1,1,0,2,0.9997113746411129
13750.0,10,53,1916.34,5,3,4,534,0,4.818181818181818,0,2,0,5,0.7387942495155734
13752.0,163,19,404.4500000000001,2,2,2,222,1,0.1158536585365853,1,1,0,2,0.9988968869974425
13753.0,234,45,1353.31,1,3,4,134,1,0.1914893617021276,1,1,0,1,0.9980028350682004
13754.0,73,9,164.45000000000002,2,1,1,211,0,0.1216216216216216,1,2,0,2,0.8205287114044963
13756.0,3,207,4002.08,5,5,5,555,0,51.75,0,0,0,5,0.9799447356542756
13757.0,310,8,195.55,1,1,1,111,1,0.0257234726688102,1,1,0,2,0.9997161643623387
13758.0,2,198,6072.59,5,5,5,555,0,66.0,0,0,0,5,0.6535306360733393
13760.0,40,63,1071.85,3,4,4,344,0,1.5365853658536586,0,2,0,0,0.9556172681417576
13761.0,138,52,881.52,2,3,3,233,1,0.3741007194244604,1,2,0,2,0.8112161996711909
